execution_idx,application,case,version,execption_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_functions_evolution,covered_goals,covered_goals_evolution
1,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,5210,"[2.333333333333333,1]",,
2,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4901,"[2.333333333333333,1]",,
3,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4733,"[2.333333333333333,1]",,
4,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4090,"[2.333333333333333,1]",,
5,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4648,"[2.333333333333333,1]",,
6,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4493,"[2.333333333333333,1]",,
7,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,3993,"[2.333333333333333,1]",,
8,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,3478,"[2.333333333333333,1]",,
9,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,3877,"[2.333333333333333,1]",,
10,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4009,"[2.333333333333333,1]",,
11,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,3853,"[2.333333333333333,1]",,
12,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,3798,"[2.333333333333333,1]",,
13,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4075,"[2.333333333333333,1]",,
14,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,3802,"[2.333333333333333,1]",,
15,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4050,"[2.333333333333333,1]",,
16,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,3652,"[2.333333333333333,1]",,
17,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4193,"[2.333333333333333,1]",,
18,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,253,"[2.333333333333333,1]",,
19,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,3878,"[2.333333333333333,1]",,
20,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4083,"[2.333333333333333,1]",,
21,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4202,"[2.333333333333333,1]",,
22,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4223,"[2.333333333333333,1]",,
23,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,1375,"[2.333333333333333,1]",,
24,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4423,"[2.333333333333333,1]",,
25,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4595,"[2.333333333333333,1]",,
26,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4857,"[2.333333333333333,1]",,
27,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4131,"[2.333333333333333,1]",,
28,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4947,"[2.333333333333333,1]",,
29,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,4069,"[2.333333333333333,1]",,
30,chart,CHART-13b,13b,java.lang.IllegalArgumentException,2,62328,2.333333333333333,5160,"[2.333333333333333,1]",,
1,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4295,"[2.333333333333333,1]",,
2,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4511,"[3.7142857142857144,1][2.333333333333333,2]",,
3,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3878,"[2.333333333333333,1]",,
4,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3070,"[2.333333333333333,1]",,
5,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4423,"[2.333333333333333,1]",,
6,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3582,"[3.333333333333333,1][2.5,2][2.333333333333333,3]",,
7,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3626,"[3.7142857142857144,1][2.333333333333333,2]",,
8,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4015,"[2.333333333333333,1]",,
9,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3837,"[2.333333333333333,1]",,
10,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,1448,"[2.333333333333333,1]",,
11,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3408,"[3.7777777777777777,1][2.333333333333333,2]",,
12,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3125,"[2.333333333333333,1]",,
13,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3859,"[2.5,1][2.333333333333333,2]",,
14,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3771,"[3.7142857142857144,1][2.333333333333333,2]",,
15,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3666,"[2.333333333333333,1]",,
16,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4198,"[2.333333333333333,1]",,
17,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3984,"[3.7142857142857144,1][2.333333333333333,3]",,
18,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3644,"[2.333333333333333,1]",,
19,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3697,"[2.333333333333333,1]",,
20,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4053,"[2.333333333333333,1]",,
21,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4146,"[2.333333333333333,1]",,
22,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3383,"[2.333333333333333,1]",,
23,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,59,"[2.333333333333333,1]",,
24,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3839,"[3.7142857142857144,1][2.5,2][2.333333333333333,7]",,
25,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4211,"[3.7142857142857144,1][2.333333333333333,2]",,
26,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4470,"[3.333333333333333,1][2.333333333333333,2]",,
27,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4067,"[3.7142857142857144,1][2.333333333333333,2]",,
28,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,3999,"[3.7142857142857144,1][2.333333333333333,2]",,
29,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,4992,"[2.333333333333333,1]",,
30,chart,CHART-13b,13b,java.lang.IllegalArgumentException,3,62328,2.333333333333333,5033,"[2.333333333333333,1]",,
1,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4649,"[2.333333333333333,1]",,
2,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4817,"[2.333333333333333,1]",,
3,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4700,"[2.333333333333333,1]",,
4,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4676,"[2.333333333333333,1]",,
5,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4541,"[3.8,1][2.333333333333333,2]",,
6,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3874,"[3.7142857142857144,1][2.333333333333333,2]",,
7,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3825,"[2.333333333333333,1]",,
8,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3997,"[2.333333333333333,1]",,
9,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3838,"[2.333333333333333,1]",,
10,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4434,"[2.333333333333333,1]",,
11,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4169,"[2.333333333333333,1]",,
12,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4164,"[2.333333333333333,1]",,
13,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3902,"[2.333333333333333,1]",,
14,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3801,"[2.333333333333333,1]",,
15,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3880,"[3.7142857142857144,1][2.333333333333333,2]",,
16,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4297,"[3.7142857142857144,1][2.333333333333333,2]",,
17,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3718,"[2.333333333333333,1]",,
18,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3956,"[3.7142857142857144,1][2.333333333333333,2]",,
19,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3712,"[2.333333333333333,1]",,
20,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3993,"[2.333333333333333,1]",,
21,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3907,"[2.333333333333333,1]",,
22,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3574,"[2.333333333333333,1]",,
23,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,3920,"[3.8,1][2.333333333333333,2]",,
24,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4134,"[2.333333333333333,1]",,
25,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4539,"[2.333333333333333,1]",,
26,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4327,"[2.333333333333333,1]",,
27,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,5076,"[2.333333333333333,1]",,
28,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,5109,"[2.333333333333333,1]",,
29,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,5500,"[2.333333333333333,1]",,
30,chart,CHART-13b,13b,java.lang.IllegalArgumentException,4,62328,2.333333333333333,4779,"[2.333333333333333,1]",,
1,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3968,"[5.333333333333333,1][2.333333333333333,143]",,
2,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3854,"[5.333333333333333,1][2.333333333333333,291]",,
3,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,4973,"[5.333333333333333,1][2.333333333333333,21]",,
4,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,4897,"[5.333333333333333,1][5.0,24][2.333333333333333,34]",,
5,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,2023,"[5.333333333333333,1][2.333333333333333,65]",,
6,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3748,"[5.333333333333333,1][2.333333333333333,8]",,
7,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3190,"[5.6,1][5.333333333333333,2][5.0,764][2.333333333333333,770]",,
8,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3218,"[5.333333333333333,1][2.333333333333333,340]",,
9,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,5.333333333333333,87,"[5.333333333333333,1]",,
10,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3819,"[5.333333333333333,1][2.333333333333333,451]",,
11,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,2424,"[5.333333333333333,1][5.0,76][2.333333333333333,83]",,
12,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3554,"[5.333333333333333,1][2.333333333333333,237]",,
13,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3963,"[5.333333333333333,1][2.333333333333333,29]",,
14,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,1547,"[5.333333333333333,1][3.9743589743589745,3][3.6,5][3.333333333333333,7][2.333333333333333,38]",,
15,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,4262,"[5.333333333333333,1][5.0,66][2.333333333333333,69]",,
16,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,4519,"[5.333333333333333,1][2.333333333333333,112]",,
17,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,4410,"[5.333333333333333,1][5.0,21][2.333333333333333,23]",,
18,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3886,"[5.333333333333333,1][2.333333333333333,184]",,
19,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3943,"[5.333333333333333,1][2.333333333333333,178]",,
20,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3971,"[5.333333333333333,1][2.333333333333333,94]",,
21,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3851,"[5.6,1][5.333333333333333,2][2.333333333333333,12]",,
22,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3808,"[5.6,1][5.333333333333333,2][5.0,465][2.333333333333333,467]",,
23,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3865,"[5.6,1][5.333333333333333,2][2.333333333333333,9]",,
24,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,4763,"[5.333333333333333,1][2.333333333333333,207]",,
25,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3394,"[5.333333333333333,1][2.333333333333333,397]",,
26,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,4183,"[5.333333333333333,1][2.333333333333333,192]",,
27,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,309,"[5.333333333333333,1][5.0,77][2.333333333333333,80]",,
28,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,3950,"[5.333333333333333,1][5.0,67][2.333333333333333,73]",,
29,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,5090,"[5.333333333333333,1][4.0,23][2.333333333333333,24]",,
30,chart,CHART-13b,13b,java.lang.IllegalArgumentException,5,62328,2.333333333333333,4877,"[5.333333333333333,1][2.333333333333333,11]",,
1,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,695,"[6.5,1]",,
2,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2910,"[6.5,1]",,
3,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2615,"[6.5,1]",,
4,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,1567,"[6.5,1]",,
5,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2321,"[6.5,1]",,
6,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2506,"[6.5,1]",,
7,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2127,"[6.5,1]",,
8,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2300,"[6.5,1]",,
9,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2113,"[6.5,1]",,
10,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2142,"[6.5,1]",,
11,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2133,"[6.5,1]",,
12,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2307,"[6.5,1]",,
13,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2323,"[6.5,1]",,
14,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,1787,"[6.5,1]",,
15,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,1962,"[6.5,1]",,
16,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2521,"[6.5,1]",,
17,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2581,"[6.5,1]",,
18,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2482,"[6.5,1]",,
19,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2584,"[6.5,1]",,
20,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2369,"[6.5,1]",,
21,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2305,"[6.5,1]",,
22,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2113,"[6.5,1]",,
23,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2601,"[6.5,1]",,
24,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2312,"[6.5,1]",,
25,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2618,"[6.5,1]",,
26,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,3067,"[6.5,1]",,
27,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,3364,"[6.5,1]",,
28,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,2897,"[6.5,1]",,
29,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,3624,"[6.5,1]",,
30,chart,CHART-13b,13b,java.lang.IllegalArgumentException,6,62328,6.5,3883,"[6.5,1]",,
1,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,5,"[1.0,1][0.0,5]",,
2,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
3,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
4,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
5,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
6,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
7,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
8,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
9,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
10,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
11,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
12,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
13,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,7,"[1.0,1][0.0,7]",,
14,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
15,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
16,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
17,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
18,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
19,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
20,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
21,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
22,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
23,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
24,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
25,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
26,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
27,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,3,"[1.0,1][0.0,3]",,
28,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
29,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
30,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
1,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,1.0,368,"[2.5,1][1.6666666666666665,10][1.4,13][1.0,15]",,
2,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,20,"[2.5,1][1.0,5][0.0,20]",,
3,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,14,"[1.0,1][0.0,14]",,
4,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,4,"[2.5,1][1.0,2][0.0,4]",,
5,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,10,"[2.5,1][1.0,4][0.0,10]",,
6,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,4,"[2.5,1][0.0,4]",,
7,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,3,"[1.0,1][0.0,3]",,
8,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,26,"[2.5,1][1.0,13][0.0,26]",,
9,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,8,"[1.0,1][0.0,8]",,
10,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,1.0,405,"[1.0,1]",,
11,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,8,"[2.5,1][1.0,3][0.0,8]",,
12,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
13,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,8,"[2.5,1][1.0,3][0.0,8]",,
14,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,14,"[1.6666666666666665,1][1.0,3][0.0,14]",,
15,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,8,"[2.5,1][1.0,4][0.0,8]",,
16,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,24,"[2.5,1][1.4,15][1.0,20][0.0,24]",,
17,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,20,"[2.5,1][1.0,5][0.0,20]",,
18,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,9,"[2.5,1][1.0,2][0.0,9]",,
19,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,13,"[1.0,1][0.0,13]",,
20,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,14,"[1.0,1][0.0,14]",,
21,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,11,"[1.0,1][0.0,11]",,
22,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,36,"[2.5,1][1.0,12][0.0,36]",,
23,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,1.0,516,"[1.0,1]",,
24,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,10,"[1.0,1][0.0,10]",,
25,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,10,"[2.5,1][1.0,3][0.0,10]",,
26,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,1.0,610,"[1.0,1]",,
27,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,1.0,549,"[2.5,1][1.0,8]",,
28,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,1.0,688,"[2.5,1][1.0,5]",,
29,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,22,"[2.5,1][1.0,6][0.0,22]",,
30,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,2,62328,0.0,14,"[2.5,1][1.0,3][0.0,14]",,
1,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,370,"[3.5,1]",,
2,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,241,"[3.5,1]",,
3,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,63,"[3.5,1]",,
4,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,292,"[3.5,1]",,
5,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,307,"[3.5,1]",,
6,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,317,"[3.5,1]",,
7,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,391,"[3.5,1]",,
8,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,326,"[3.5,1]",,
9,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,299,"[3.5,1]",,
10,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,296,"[3.5,1]",,
11,elasticsearch,ES-14457,2.0.0,java.lang.IllegalArgumentException,3,62328,3.5,384,"[3.5,1]",,
